,PO_ID,Current Status,Relevant Timestamp,Days,Days Bucket,Delays,Delays Bucket,Today_Target_delay,Today_Target_delay Bucket
815,PO369307BEST-0000141,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
816,PO371185PXPX-00014313,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
817,PO372373BOLT-00111826,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
818,PO372373BOLT-00132957,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
819,PO372373BOLT-00121362,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
820,PO372373BOLT-001294101,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
821,PO372373BOLT-001261147,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
822,PO372464JEWE-0002921,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
823,PO372515PINO_0000132,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
824,PO372525POWR-0016263,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
825,PO372535PROB-0000115,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
826,PO372688SLOK-0000071,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
827,PO373264HAPP-0000621,20. Pre Pickup Check,,5,04-08,Missing,Missing,5,04-08
828,PO373323PXIN-00014911,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
829,PO373323PXIN-00008512,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
830,PO373323PXIN-00001730,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
831,PO373366ROOM-0337512,28. Telex Release Pending,,5,04-08,Missing,Missing,5,04-08
832,PO373390PXFU-0000221,22. Non FOB Pickup Pending,,4,04-08,Missing,Missing,4,04-08
833,PO373966AMAZ-0002541,26. BL Payment Pending - In Transit,,5,04-08,Missing,Missing,5,04-08
834,PO373990BARV-0000122,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
835,PO374014BUNT-0000042,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
836,PO374053HAMI-0004871,22. Non FOB Pickup Pending,,3,01-03,Missing,Missing,3,01-03
837,PO374139PROB-0000741,18. FFW Booking Missing,-3.0,3,01-03,-3.0,On-Track,3,01-03
838,PO374174PXFU-00016313,23. INB Creation Pending,,8,04-08,Missing,Missing,8,04-08
839,PO374228PXPX-0000461,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-14,On-Track
840,PO374243PXWE-0000962,26. BL Payment Pending - In Transit,,5,04-08,Missing,Missing,5,04-08
841,PO374272VIIR_0000201,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-16,On-Track
842,PO374294GOER-0002494,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-24,On-Track
843,PO374337PLEM-0000421,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-14,On-Track
844,PO374441PXSA-0002508,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
845,PO375217NETF-0000083,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
846,PO375299BEST-0000265,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
847,PO375312DONB-0002413,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
848,PO375402PXPI-0000012,24. Mark In-Transit Pending,,6,04-08,Missing,Missing,6,04-08
849,PO377213DONB-0002411,09. Under Production,,On-Track,On-Track,Missing,Missing,-44,On-Track
850,PO377268KIDZ-0000121,09. Under Production,,On-Track,On-Track,Missing,Missing,-4,On-Track
851,PO377275LUMA-0000502,05. PI Payment Pending,,8,04-08,Missing,Missing,8,04-08
852,PO377353PXIN-00006624,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
853,PO374287YIDB-0001401,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
854,PO374366BAMO-0002573,20. Pre Pickup Check,,5,04-08,Missing,Missing,5,04-08
855,PO374441PXSA-00013250,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
856,PO374441PXSA-00020653,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
857,PO375201HINO-0000093,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
858,PO375270BEGR-1002552,10. PRD Confirmation Pending,,15,09-15,Missing,Missing,15,09-15
859,PO375392PXIN-00004012,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
860,PO375448YIDB-0001362,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-20,On-Track
861,PO375463GOER-0003291,24. Mark In-Transit Pending,,8,04-08,Missing,Missing,8,04-08
862,PO376089PXHK-0000691,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
863,PO377179BAMO-0002901,01. PO Approval Pending,-1.0,25,15+,-1.0,On-Track,25,15+
864,PO377184BAMO-0002452,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
865,PO377212DONB-0001322,09. Under Production,,On-Track,On-Track,Missing,Missing,-12,On-Track
866,PO377214DONB-0000644,09. Under Production,,On-Track,On-Track,Missing,Missing,-58,On-Track
867,PO377257JEWE-0002411,09. Under Production,,On-Track,On-Track,Missing,Missing,-14,On-Track
868,PO377271KNIT-0000052,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
869,PO377319PROB-0000493,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
870,PO377349PXHI-0000021,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
871,PO377353PXIN-00004019,09. Under Production,,On-Track,On-Track,Missing,Missing,-54,On-Track
872,PO377353PXIN-00007846,09. Under Production,,On-Track,On-Track,Missing,Missing,-94,On-Track
873,PO377353PXIN-00014147,09. Under Production,,On-Track,On-Track,Missing,Missing,-94,On-Track
874,PO377448GOER-0003291,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
875,PO377450GOER-0003215,09. Under Production,,On-Track,On-Track,Missing,Missing,-29,On-Track
876,PO377591PXPX-0005124,09. Under Production,,On-Track,On-Track,Missing,Missing,-11,On-Track
877,PO361047JTJS-0000198,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
878,PO362756AMZY-00011844,10. PRD Confirmation Pending,,1,1,Missing,Missing,385,15+
879,PO363343DONB-00019416,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
880,PO363547KIDZ-0000197,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
881,PO365614BEBA-0000296,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-5,On-Track
882,PO365756DAZM-00001332,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
883,PO365775GYMK-0000063,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
884,PO365798DONB-00021212,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
885,PO365958HAMI-00047022,10. PRD Confirmation Pending,,1,1,Missing,Missing,327,15+
886,PO366299RYHE-0000161,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
887,PO366474YIDB-0000021,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
888,PO367060HALL-0000252,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
889,PO367367DONB-0000662,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
890,PO369307BEST-0000644,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
891,PO369360EDOU-0000105,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
892,PO370022PXFU-0000802,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
893,PO372330AMZY-0001681,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
894,PO372337BAHI-0000213,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
895,PO372340BAMO-0001241,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
896,PO372345BAMO-0001044,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
897,PO372373BOLT-00121510,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
898,PO372373BOLT-00119574,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
899,PO372373BOLT-001122145,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
900,PO372392DDOX-0000153,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
901,PO372392DDOX-00043816,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
902,PO372601PXIN-0001385,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
903,PO372640PXPX-0005009,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-2,On-Track
904,PO372758FIDE-0000761,30. Stock Delivery Pending,,Missing,Missing,Missing,Missing,Missing,Missing
905,PO373243BRUN-0002921,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
906,PO373316PXGU-0000261,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
907,PO373705DAZM-0000121,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
908,PO373765BRUN-0003541,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
909,PO373883WHOL-0001286,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
910,PO373883WHOL-0000308,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
911,PO3739632WAY-0000521,26. BL Payment Pending - In Transit,,1,01-03,Missing,Missing,1,01-03
912,PO374029DONB-0001303,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
913,PO374084KETT-0001154,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
914,PO374084KETT-00013610,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
915,PO374098KNIT-0000051,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-3,On-Track
916,PO374136PREC-0000182,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
917,PO372733GOER-0002991,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
918,PO372736GOER-0002462,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
919,PO372791PXFU-0001756,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
920,PO373324PXIN-0001111,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
921,PO373326PXIN-0000716,21. FOB Pickup Pending,,7,04-08,Missing,Missing,7,04-08
922,PO373446BUNT-0000072,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
923,PO373739TRIB-0000612,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
924,PO373990BARV-0000271,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
925,PO374072HYDB - 0002101,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
926,PO374084KETT-0001137,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
927,PO374136PREC-0000533,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
928,PO374137PROB-0000421,24. Mark In-Transit Pending,,13,09-15,Missing,Missing,13,09-15
929,PO374163PXCR-0000082,21. FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
930,PO374218PXPR-0000423,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
931,PO374251ROLA-0000262,23. INB Creation Pending,,6,04-08,Missing,Missing,6,04-08
932,PO374367BAMO-00028010,24. Mark In-Transit Pending,,7,04-08,Missing,Missing,7,04-08
933,PO374441PXSA-00020028,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
934,PO374450PROB-0000391,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
935,PO375300BIGT-0000694,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
936,PO375305BOTA-0000414,22. Non FOB Pickup Pending,,1,01-03,Missing,Missing,1,01-03
937,PO375388PXHI-0000021,28. Telex Release Pending,,4,04-08,Missing,Missing,4,04-08
938,PO375417PXSA-0000691,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
939,PO375423PXWE-0001781,22. Non FOB Pickup Pending,,3,01-03,Missing,Missing,3,01-03
940,PO375429ROLA-0000501,23. INB Creation Pending,,6,04-08,Missing,Missing,6,04-08
941,PO377270KNIT-0000052,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
942,PO377316PROB-0000021,09. Under Production,,On-Track,On-Track,Missing,Missing,-24,On-Track
943,PO377441WWAF-0000291,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,-2,On-Track
944,PO377443ZORE-0000066,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
945,PO358701KIDZ-0000042,16. CI Payment Pending,,4,04-08,Missing,Missing,4,04-08
946,PO359395M2B4-00042839,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
947,PO363591DONB-00019710,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
948,PO363591DONB-00021011,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-15,On-Track
949,PO363663HAPL-0000261052,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
950,PO363720WWAF-0001501,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
951,PO365676BRUN-0002533,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
952,PO365798DONB-0001959,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-13,On-Track
953,PO365906GOER-000275551,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
954,PO365978HAPL-00002127,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
955,PO366017HQPD-00004233,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
956,PO366095KIDZ-0002361,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
957,PO366460WWAF-0000381,21. FOB Pickup Pending,,8,04-08,Missing,Missing,8,04-08
958,PO366462WWAF-0000442,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
959,PO367122POWR-0003041,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
960,PO368111PXBA-0002061,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
961,PO372333AMZY-0000261,28. Telex Release Pending,,On-Track,On-Track,Missing,Missing,-5,On-Track
962,PO372373BOLT-00124011,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
963,PO372373BOLT-00109171,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
964,PO372373BOLT-001105159,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
965,PO372395DONB-0001386,26. BL Payment Pending - In Transit,-7.0,5,04-08,-7.0,On-Track,5,04-08
966,PO372395DONB-00002115,26. BL Payment Pending - In Transit,,1,01-03,Missing,Missing,1,01-03
967,PO372480KITC-0000173,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
968,PO372643PXPX-0001439,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
969,PO372683RUQO-0000071,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
970,PO372694STEAD-0000112,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
971,PO372738GOER-0002934,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-1,On-Track
972,PO373323PXIN-00007423,20. Pre Pickup Check,,16,15+,Missing,Missing,16,15+
973,PO373877KIDZ-00001813,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
974,PO373881SILV-0001045,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
975,PO374007BOLT-00105339,22. Non FOB Pickup Pending,,2,01-03,Missing,Missing,2,01-03
976,PO374035ENOV-0000511,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
977,PO374084KETT-0001145,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-25,On-Track
978,PO374097KNIT-0000132,30. Stock Delivery Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
979,PO374142PROB-0000041,16. CI Payment Pending,,4,04-08,Missing,Missing,4,04-08
980,PO375403PXPR-0000272,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
981,PO375404PXPR-0000071,26. BL Payment Pending - In Transit,,5,04-08,Missing,Missing,5,04-08
982,PO375466GOER-00021319,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
983,PO377191BEGR-0000602,11. IM Sign-Off Pending,,2,01-03,Missing,Missing,2,01-03
984,PO377245HYDB-0003372,09. Under Production,,On-Track,On-Track,Missing,Missing,-9,On-Track
985,PO377342PXFU-0000483,09. Under Production,,8,04-08,Missing,Missing,8,04-08
986,PO377363PXKE-2000221,09. Under Production,,On-Track,On-Track,Missing,Missing,-18,On-Track
987,PO377364PXMA-0000211,11. IM Sign-Off Pending,,2,01-03,Missing,Missing,2,01-03
988,PO377378PXPX-0004141,11. IM Sign-Off Pending,,1,01-03,Missing,Missing,1,01-03
989,PO377392PXTR-0000011,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
990,PO377424VIIR_0000192,10. PRD Confirmation Pending,,1,01-03,Missing,Missing,1,01-03
991,PO377455GOER-0005941,05. PI Payment Pending,,3,01-03,Missing,Missing,3,01-03
992,PO359395M2B4-00043140,C. Shipped,Status C,Missing,Missing,,Missing,Missing,Missing
993,PO363562TRAN_0000011,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
994,PO363613AMZY-00005530,18. FFW Booking Missing,,On-Track,On-Track,Missing,Missing,-1,On-Track
995,PO366305SIGN-000922,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
996,PO366602M2B2-1000101,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
997,PO366988PXFU-0000321,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
998,PO369340WINB-0000724,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
999,PO369360EDOU-00002212,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1000,PO370770TOPR-0000021,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1001,PO371092BAMO-0001635,32. Dispute - PO Closing Pending,,27,15+,Missing,Missing,27,15+
1002,PO372369BLAC-0002213,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1003,PO372373BOLT-00130012,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1004,PO372373BOLT-00133038,26. BL Payment Pending - In Transit,,2,01-03,Missing,Missing,2,01-03
1005,PO372373BOLT-001102139,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1006,PO372392DDOX-00017610,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1007,PO372395DONB-0001338,26. BL Payment Pending - In Transit,-7.0,5,04-08,-7.0,On-Track,5,04-08
1008,PO372397DONB-0000644,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-20,On-Track
1009,PO372439HEYN-0000131,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1010,PO372457INFT-0000021,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1011,PO372457INFT-0000043,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1012,PO374281WINB-0000441,29. Custom Clearance Pending,,Missing,Missing,Missing,Missing,Missing,Missing
1013,PO374441PXSA-0000825,29. Custom Clearance Pending,,14,09-15,Missing,Missing,14,09-15
1014,PO375211PROB-0001753,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1015,PO375305BOTA-00004618,21. FOB Pickup Pending,,7,04-08,Missing,Missing,7,04-08
1016,PO375350LUMA-00001222,A. Anti PO Line,Status A,Missing,Missing,,Missing,Missing,Missing
1017,PO375377PXCR-0000071,26. BL Payment Pending - In Transit,,4,04-08,Missing,Missing,4,04-08
1018,PO375392PXIN-00003710,09. Under Production,,On-Track,On-Track,Missing,Missing,-2,On-Track
1019,PO375431SIGN-000961,26. BL Payment Pending - In Transit,,On-Track,On-Track,Missing,Missing,-2,On-Track
1020,PO375443WIGA-0000951,09. Under Production,,On-Track,On-Track,Missing,Missing,-12,On-Track
1021,PO375462GOER-0003531,22. Non FOB Pickup Pending,,On-Track,On-Track,Missing,Missing,-1,On-Track
1022,PO377200BOTA-0000497,09. Under Production,,On-Track,On-Track,Missing,Missing,-63,On-Track
1023,PO377270KNIT-0000073,10. PRD Confirmation Pending,,On-Track,On-Track,Missing,Missing,0,On-Track
